User,User,Id,ExecutionTime
user00,0,4545
user01,1,3189
user02,2,3765
user03,3,4517
user04,4,3665
user05,5,3749
user06,6,4647
user07,7,3667
user08,8,3289
user09,9,4517
user10,10,5198
user11,11,3824
user12,12,4597
user13,13,3517
user14,14,4163
user15,15,3655
user16,16,3196
user17,17,3137
user18,18,3632
user19,19,2953
user20,20,2777
user21,21,3753
user22,22,3030
user23,23,2699
user24,24,3664
user25,25,2771
user26,26,3010
user27,27,2424
user28,28,3121
user29,29,3113
user30,30,3453
user31,31,3221
user32,32,1183
user33,33,1263
user34,34,1230
user35,35,1299
user36,36,1633
user37,37,1275
user38,38,1213
user39,39,1691
user40,40,1274
user41,41,1417
user42,42,1350
user43,43,1142
user44,44,1273
user45,45,1359
user46,46,1303
user47,47,1311
user48,48,0
