Host,HostId,Idle,25%,50%,75%,100%,125%,150%,175%,>= 200%
UFPelH0,0,0,0,0,0,0,0,2,0,169698
UFPelH1,1,0,0,0,0,2,0,0,0,166573
UFPelH2,2,0,0,0,0,2,0,0,0,26560
UFPelH3,3,93619,6668,3195,1478,2248,870,151,0,7148
UFSMH4,4,0,0,0,0,2,0,0,0,89622
UFSMH5,5,0,0,0,0,2,0,0,0,158701
UFSMH6,6,0,0,0,0,2,0,0,0,42044
UFSMH7,7,0,0,0,0,0,0,0,2,110034
IFSulH8,8,0,0,0,0,0,0,2,0,114142
IFSulH9,9,0,0,0,0,0,2,0,0,24714
IFSulH10,10,0,0,0,0,2,0,0,0,125495
IFSulH11,11,0,0,0,0,0,0,0,2,101872
BurstH12,12,0,0,0,0,0,0,0,0,0
BurstH13,13,0,0,0,0,0,0,0,0,0
BurstH14,14,0,0,0,0,0,0,0,0,0
BurstH15,15,0,0,0,0,0,0,0,0,0
