User,User,Id,ExecutionTime
user00,0,72342
user01,1,84398
user02,2,75321
user03,3,77633
user04,4,89703
user05,5,79438
user06,6,81558
user07,7,63801
user08,8,65784
user09,9,71013
user10,10,62681
user11,11,74927
user12,12,81889
user13,13,75312
user14,14,80250
user15,15,67015
user16,16,83930
user17,17,79563
user18,18,83862
user19,19,89335
user20,20,78031
user21,21,73176
user22,22,77021
user23,23,76015
user24,24,79491
user25,25,65719
user26,26,79858
user27,27,63110
user28,28,87167
user29,29,74719
user30,30,72225
user31,31,62458
user32,32,77656
user33,33,69482
user34,34,90496
user35,35,78270
user36,36,82555
user37,37,82927
user38,38,80299
user39,39,70197
user40,40,88070
user41,41,79011
user42,42,78631
user43,43,85161
user44,44,74748
user45,45,63366
user46,46,65209
user47,47,74943
user48,48,73157
user49,49,84617
user50,50,75238
user51,51,81579
user52,52,90565
user53,53,77947
user54,54,73496
user55,55,89829
user56,56,76156
user57,57,81889
user58,58,75941
user59,59,75507
user60,60,77851
user61,61,83567
user62,62,75275
user63,63,81562
user64,64,83803
user65,65,74866
user66,66,77622
user67,67,81779
user68,68,70066
user69,69,64960
user70,70,56566
user71,71,74560
user72,72,65831
user73,73,71994
user74,74,72164
user75,75,77323
user76,76,81319
user77,77,69055
user78,78,62783
user79,79,76036
user80,80,72325
user81,81,64603
user82,82,76384
user83,83,73359
user84,84,74551
user85,85,83683
user86,86,73008
user87,87,70876
user88,88,57071
user89,89,70149
user90,90,76911
user91,91,76269
user92,92,71954
user93,93,62167
user94,94,81179
user95,95,71407
user96,96,64485
user97,97,60890
user98,98,71432
user99,99,65319
user100,100,80752
user101,101,71954
user102,102,62585
user103,103,62680
user104,104,70488
user105,105,66921
user106,106,58938
user107,107,74797
user108,108,73582
user109,109,73894
user110,110,71420
user111,111,63479
user112,112,82901
user113,113,73559
user114,114,77191
user115,115,80687
user116,116,64194
user117,117,65836
user118,118,81319
user119,119,73459
user120,120,65223
user121,121,80848
user122,122,73037
user123,123,75230
user124,124,70540
user125,125,72644
user126,126,65792
user127,127,71411
user128,128,21793
user129,129,31493
user130,130,29860
user131,131,26842
user132,132,33059
user133,133,27209
user134,134,32637
user135,135,32357
user136,136,29913
user137,137,31573
user138,138,30278
user139,139,32404
user140,140,25765
user141,141,31295
user142,142,26962
user143,143,32957
user144,144,31798
user145,145,27282
user146,146,31434
user147,147,33702
user148,148,30394
user149,149,33687
user150,150,33159
user151,151,26950
user152,152,26254
user153,153,33579
user154,154,27955
user155,155,29026
user156,156,29697
user157,157,26507
user158,158,29243
user159,159,30784
user160,160,29762
user161,161,30702
user162,162,28847
user163,163,31834
user164,164,33678
user165,165,31321
user166,166,26965
user167,167,33809
user168,168,32669
user169,169,34550
user170,170,19976
user171,171,29615
user172,172,26881
user173,173,30152
user174,174,32281
user175,175,34326
user176,176,26119
user177,177,29771
user178,178,29920
user179,179,27861
user180,180,33950
user181,181,31181
user182,182,33687
user183,183,33102
user184,184,29173
user185,185,32816
user186,186,31189
user187,187,31931
user188,188,25638
user189,189,30527
user190,190,28726
user191,191,28678
user192,192,0
