User,User,Id,ExecutionTime
user00,0,3731
user01,1,4138
user02,2,3985
user03,3,3836
user04,4,3503
user05,5,3629
user06,6,3199
user07,7,3874
user08,8,1439
user09,9,1838
user10,10,1761
user11,11,1383
user12,12,0
