User,User,Id,ExecutionTime
user00,0,71396
user01,1,77820
user02,2,18354
user03,3,70320
user04,4,43857
user05,5,22998
user06,6,90480
user07,7,63383
user08,8,38343
user09,9,82057
user10,10,61699
user11,11,71115
user12,12,74244
user13,13,62531
user14,14,53523
user15,15,110071
user16,16,45513
user17,17,61228
user18,18,64543
user19,19,53063
user20,20,59741
user21,21,41703
user22,22,45029
user23,23,61940
user24,24,62393
user25,25,44077
user26,26,59714
user27,27,57983
user28,28,42542
user29,29,61963
user30,30,67928
user31,31,56661
user32,32,13973
user33,33,28945
user34,34,26388
user35,35,26651
user36,36,24233
user37,37,24205
user38,38,24479
user39,39,22770
user40,40,23618
user41,41,26786
user42,42,26535
user43,43,20442
user44,44,11450
user45,45,34692
user46,46,25818
user47,47,24658
user48,48,0
