User,UserId,Host,HostId,nbInst
user00,0,UFPel,0,1267362
user00,0,UFPel,1,1422866
user00,0,UFPel,2,457289
user00,0,UFPel,3,1087274
user00,0,Burst,13,20503910
user00,0,Burst,15,8868155
user01,1,UFSM,4,2224163
user01,1,UFSM,5,4831679
user01,1,UFSM,6,2474322
user01,1,Burst,12,5173000
user01,1,Burst,13,13002935
user01,1,Burst,14,5902367
user02,2,IFSul,8,533200
user02,2,IFSul,9,841790
user02,2,IFSul,10,399570
user02,2,IFSul,11,6519228
user02,2,Burst,13,14009262
user02,2,Burst,14,11304132
user03,3,UFPel,1,299281
user03,3,UFPel,2,333319
user03,3,Burst,13,16802912
user03,3,Burst,15,16172980
user04,4,UFSM,5,396720
user04,4,UFSM,6,1251548
user04,4,Burst,13,7500780
user04,4,Burst,14,11103116
user04,4,Burst,15,13357268
user05,5,IFSul,9,1582621
user05,5,Burst,12,3800000
user05,5,Burst,14,9518218
user05,5,Burst,15,18705597
user06,6,UFPel,1,1670002
user06,6,UFPel,2,751270
user06,6,UFPel,3,2340462
user06,6,Burst,13,12165977
user06,6,Burst,14,7278480
user06,6,Burst,15,9401786
user07,7,UFSM,6,783486
user07,7,Burst,12,25426787
user07,7,Burst,14,7402497
user08,8,IFSul,8,302412
user08,8,IFSul,10,1011871
user08,8,IFSul,11,11100357
user08,8,Burst,12,9990170
user08,8,Burst,13,11202306
user09,9,UFPel,0,2637068
user09,9,Burst,12,1580000
user09,9,Burst,13,5284288
user09,9,Burst,14,9402665
user09,9,Burst,15,14700610
user10,10,UFSM,4,1414568
user10,10,UFSM,5,1799338
user10,10,UFSM,6,8154811
user10,10,Burst,14,22239662
user11,11,IFSul,8,964620
user11,11,IFSul,9,1015540
user11,11,IFSul,10,4445927
user11,11,IFSul,11,20976163
user11,11,Burst,12,2100000
user11,11,Burst,15,4101130
user12,12,UFPel,0,542136
user12,12,UFPel,1,6701482
user12,12,UFPel,2,4139775
user12,12,UFPel,3,18241995
user12,12,Burst,13,3983106
user13,13,UFSM,4,17738676
user13,13,UFSM,5,2365096
user13,13,UFSM,6,6004460
user13,13,UFSM,7,7500676
user14,14,IFSul,8,816912
user14,14,IFSul,9,1200996
user14,14,IFSul,10,14915739
user14,14,Burst,14,16673059
user15,15,UFPel,0,7134975
user15,15,UFPel,1,3599422
user15,15,UFPel,2,3545347
user15,15,UFPel,3,3900878
user15,15,Burst,12,15431247
user16,16,UFSM,4,6405101
user16,16,UFSM,5,7006132
user16,16,UFSM,6,3401770
user17,17,IFSul,8,315046
user17,17,IFSul,9,4745469
user17,17,IFSul,10,4045654
user17,17,IFSul,11,4104428
user17,17,Burst,12,3600000
user18,18,UFPel,1,2204577
user18,18,UFPel,2,10708105
user18,18,UFPel,3,3901671
user19,19,UFSM,4,2802983
user19,19,UFSM,6,8904559
user19,19,UFSM,7,5105044
user20,20,IFSul,8,5253022
user20,20,IFSul,9,2674220
user20,20,IFSul,10,4303167
user20,20,IFSul,11,3302628
user20,20,Burst,13,1278464
user21,21,UFPel,0,1065030
user21,21,UFPel,1,253624
user21,21,UFPel,3,6803696
user21,21,Burst,12,3882000
user21,21,Burst,14,4802448
user22,22,UFSM,4,9407726
user22,22,UFSM,6,4503118
user22,22,UFSM,7,2902611
user23,23,IFSul,8,8718602
user23,23,IFSul,9,1981804
user23,23,IFSul,11,2801718
user23,23,Burst,12,3306000
user24,24,UFPel,2,11211781
user24,24,UFPel,3,5603089
user25,25,UFSM,6,11007827
user25,25,UFSM,7,5805147
user26,26,IFSul,9,8004672
user26,26,IFSul,10,3803058
user26,26,IFSul,11,5005610
user27,27,UFPel,0,7012105
user27,27,UFPel,1,6183204
user27,27,UFPel,2,3615396
user28,28,UFSM,4,3002213
user28,28,UFSM,5,11408284
user28,28,UFSM,6,2401312
user29,29,IFSul,8,3201568
user29,29,IFSul,9,10107143
user29,29,IFSul,11,3503318
user30,30,UFPel,0,4503515
user30,30,UFPel,1,6904796
user30,30,UFPel,3,5403766
user31,31,UFSM,5,11407949
user31,31,UFSM,7,5403667
user32,32,IFSul,8,300567
user32,32,IFSul,9,300308
user32,32,IFSul,11,1403196
user33,33,UFPel,1,1401787
user33,33,UFPel,2,600993
user34,34,UFSM,4,100071
user34,34,UFSM,6,801649
user34,34,UFSM,7,1103084
user35,35,IFSul,8,901084
user35,35,IFSul,9,801386
user35,35,IFSul,11,300641
user36,36,UFPel,0,701106
user36,36,UFPel,2,300279
user36,36,UFPel,3,1001996
user37,37,UFSM,4,1203702
user37,37,UFSM,5,300385
user37,37,UFSM,7,502134
user38,38,IFSul,8,500580
user38,38,IFSul,9,300460
user38,38,IFSul,10,701235
user38,38,IFSul,11,500880
user39,39,UFPel,1,500434
user39,39,UFPel,2,200465
user39,39,UFPel,3,1303161
user40,40,UFSM,4,1603465
user40,40,UFSM,7,401084
user41,41,IFSul,8,700789
user41,41,IFSul,9,901910
user41,41,IFSul,10,400555
user42,42,UFPel,0,1303182
user42,42,UFPel,2,701103
user43,43,UFSM,4,300886
user43,43,UFSM,7,1704684
user44,44,IFSul,8,500984
user44,44,IFSul,9,500991
user44,44,IFSul,11,1004137
user45,45,UFPel,0,1001293
user45,45,UFPel,1,400350
user45,45,UFPel,3,600946
user46,46,UFSM,5,801967
user46,46,UFSM,6,500533
user46,46,UFSM,7,701117
user47,47,IFSul,9,1102736
user47,47,IFSul,10,601021
user47,47,IFSul,11,300890
