User,User,Id,ExecutionTime
user00,0,24847
user01,1,23462
user02,2,22223
user03,3,24847
user04,4,23462
user05,5,22223
user06,6,24847
user07,7,23462
user08,8,22223
user09,9,24847
user10,10,23462
user11,11,22223
user12,12,24847
user13,13,23462
user14,14,22223
user15,15,24847
user16,16,16407
user17,17,15172
user18,18,16433
user19,19,16407
user20,20,15172
user21,21,16433
user22,22,16407
user23,23,15172
user24,24,16433
user25,25,16407
user26,26,15172
user27,27,16433
user28,28,16407
user29,29,15172
user30,30,16433
user31,31,16407
user32,32,4180
user33,33,4330
user34,34,4330
user35,35,4180
user36,36,4330
user37,37,4330
user38,38,4180
user39,39,4330
user40,40,4330
user41,41,4180
user42,42,4330
user43,43,4330
user44,44,4180
user45,45,4330
user46,46,4330
user47,47,4180
user48,48,0
